POLITICAL_UNIT,NAME,WGMS_ID,REC_SERIES_ID,YEAR,YEAR_UNC,REFERENCE_YEAR,REF_YEAR_UNC,FRONT_VARIATION,QUALITATIVE_VARIATION,FRONT_VAR_POS_UNC,FRONT_VAR_NEG_UNC,LOWEST_ELEVATION,HIGHEST_ELEVATION,ELEVATION_UNC,MORAINE_DEFINED_MAX,METHOD_CODE,METHOD_REMARKS,REMARKS
IT,PRE DE BAR,681,8,1996,0.0,1995,0.0,-19.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1997,0.0,1996,0.0,-15.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1998,0.0,1997,0.0,-23.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,1999,0.0,1998,0.0,-17.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2000,0.0,1999,0.0,-16.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2001,0.0,2000,0.0,-20.0,,,,,,,,COM,MAP & WRS,
IT,PRE DE BAR,681,8,2002,0.0,2001,0.0,-30.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2003,0.0,2002,0.0,-20.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2004,0.0,2003,0.0,-34.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2005,0.0,2004,0.0,-49.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2006,0.0,2005,0.0,-27.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2007,0.0,2006,0.0,-12.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2008,0.0,2007,0.0,-27.0,,,,,,,,WRS,,
IT,PRE DE BAR,681,8,2009,0.0,2008,0.0,-13.0,,,,,,,,WRS,,
NO,BERGSETBREEN,2290,30,1800,,1743,,-156.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1817,,1800,,-253.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1822,,1817,,-220.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1829,,1822,,-167.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1844,,1829,,236.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1845,,1844,,-40.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1851,,1845,,-251.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1857,,1851,,127.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1864,,1857,,-360.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1868,,1864,,-90.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1876,,1868,,156.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1878,,1876,,-20.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1884,,1878,,-121.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1890,,1884,,-137.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1896,,1890,,-154.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1899,,1896,,-98.0,,,,,,,,HIS,,
NO,BERGSETBREEN,2290,30,1903,,1899,,-113.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1907,,1903,,61.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1908,,1907,,42.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1909,,1908,,18.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1910,,1909,,15.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1911,,1910,,-11.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1912,,1911,,-20.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1913,,1912,,-5.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1914,,1913,,-13.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1915,,1914,,-25.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1916,,1915,,-21.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1917,,1916,,-21.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1918,,1917,,-25.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1919,,1918,,-27.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1920,,1919,,-6.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1921,,1920,,-20.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1922,,1921,,-12.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1923,,1922,,21.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1924,,1923,,31.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1925,,1924,,52.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1926,,1925,,-8.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1927,,1926,,2.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1928,,1927,,3.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1929,,1928,,8.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1930,,1929,,17.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1931,,1930,,2.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1932,,1931,,-6.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1933,,1932,,-6.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1934,,1933,,-29.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1935,,1934,,-14.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1936,,1935,,-40.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1937,,1936,,-44.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1938,,1937,,4.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1939,,1938,,-41.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1940,,1939,,-33.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1941,,1940,,-29.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1942,,1941,,-36.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1943,,1942,,-90.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1944,,1943,,-43.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1945,,1944,,-160.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1966,,1945,,-541.0,,,,,,,,COM,MAP & PHO,
NO,BERGSETBREEN,2290,30,1967,,1966,,10.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1968,,1967,,12.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1993,,1968,,390.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1996,,1993,,157.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1997,,1996,,18.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1998,,1997,,1.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,1999,,1998,,-3.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2000,,1999,,9.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2001,,2000,,-13.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2002,,2001,,-17.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2003,,2002,,-19.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2004,,2003,,-45.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2005,,2004,,-15.0,,,,,,,,,,data obtained from NVE
NO,BERGSETBREEN,2290,30,2006,,2005,,-122.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1868,,1867,,20.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1872,,1868,,126.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1874,,1872,,-48.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1880,,1874,,-287.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1884,,1880,,34.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1886,,1884,,35.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1888,,1886,,60.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1895,,1888,,-75.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1896,,1895,,-37.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1897,,1896,,-38.0,,,,,,,,HIS,,
NO,BOEYABREEN,2297,31,1899,,1897,,-80.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1903,,1899,,-81.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1904,,1903,,-14.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1906,,1904,,84.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1907,,1906,,13.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1908,,1907,,36.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1909,,1908,,5.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1910,,1909,,-6.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1911,,1910,,2.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1912,,1911,,-4.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1913,,1912,,-12.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1914,,1913,,-40.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1915,,1914,,-57.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1916,,1915,,-7.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1917,,1916,,-3.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1919,,1917,,-10.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1920,,1919,,-11.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1921,,1920,,-37.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1922,,1921,,30.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1923,,1922,,15.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1924,,1923,,15.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1925,,1924,,45.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1926,,1925,,13.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1927,,1926,,13.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1928,,1927,,8.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1929,,1928,,3.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1930,,1929,,17.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1931,,1930,,5.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1932,,1931,,-11.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1933,,1932,,-10.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1934,,1933,,-10.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1935,,1934,,-18.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1936,,1935,,-35.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1937,,1936,,-45.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1938,,1937,,-50.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1939,,1938,,-30.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1940,,1939,,-50.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1941,,1940,,-90.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1942,,1941,,-15.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1943,,1942,,-115.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1944,,1943,,-55.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1945,,1944,,15.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1946,,1945,,-20.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1949,,1946,,-20.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1950,,1949,,-30.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1951,,1950,,-10.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1952,,1951,,-5.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1953,,1952,,10.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,1966,,1953,,-268.0,,,,,,,,MAP,,
NO,BOEYABREEN,2297,31,2003,,1966,,45.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2004,,2003,,-8.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2005,,2004,,-9.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2006,,2005,,-38.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2007,,2006,,-74.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2008,,2007,,32.0,,,,,,,,,,data obtained from NVE
NO,BOEYABREEN,2297,31,2009,,2008,,-29.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1807,,1801,,15.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1822,,1807,,-21.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1845,,1822,,-155.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1851,,1845,,68.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1853,,1851,,5.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1855,,1853,,71.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1858,,1855,,-69.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1859,,1858,,-20.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1860,,1859,,20.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1861,,1860,,-25.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1863,,1861,,25.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1865,,1863,,-75.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1869,,1865,,137.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1875,,1869,,71.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1884,,1875,,-67.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1886,,1884,,30.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1888,,1886,,14.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1889,,1888,,3.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1890,,1889,,0.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1895,,1890,,-30.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1897,,1895,,-72.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1900,,1897,,-35.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1901,,1900,,-1.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1904,,1901,,5.0,,,,,,,,HIS,,
NO,BONDHUSBREA,318,32,1905,,1904,,17.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1906,,1905,,27.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1907,,1906,,7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1908,,1907,,24.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1909,,1908,,13.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1910,,1909,,29.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1911,,1910,,7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1912,,1911,,-6.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1913,,1912,,-26.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1914,,1913,,-8.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1915,,1914,,-20.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1916,,1915,,-6.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1917,,1916,,-7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1918,,1917,,-12.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1919,,1918,,-4.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1920,,1919,,-16.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1921,,1920,,-16.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1922,,1921,,14.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1923,,1922,,9.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1924,,1923,,39.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1925,,1924,,14.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1926,,1925,,7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1927,,1926,,3.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1928,,1927,,-7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1929,,1928,,3.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1930,,1929,,15.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1931,,1930,,-11.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1932,,1931,,-12.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1933,,1932,,11.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1934,,1933,,-15.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1935,,1934,,-45.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1936,,1935,,-26.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1937,,1936,,-29.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1938,,1937,,-44.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1939,,1938,,-54.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1940,,1939,,-233.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1942,,1940,,-33.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1943,,1942,,-32.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1951,,1943,,-87.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1953,,1951,,6.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1955,,1953,,-13.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1957,,1955,,9.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1958,,1957,,14.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1959,,1958,,-16.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1960,,1959,,0.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1961,,1960,,3.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1962,,1961,,-8.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1964,,1962,,-6.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1966,,1964,,5.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1967,,1966,,-1.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1968,,1967,,-1.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1969,,1968,,-3.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1971,,1969,,-16.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1972,,1971,,-7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1973,,1972,,-5.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1974,,1973,,3.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1976,,1974,,5.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1977,,1976,,7.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1979,,1977,,10.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1980,,1979,,2.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1982,,1980,,5.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1983,,1982,,0.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1996,,1983,,198.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1997,,1996,,-43.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1998,,1997,,14.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,1999,,1998,,-1.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2000,,1999,,-24.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2001,,2000,,-9.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2002,,2001,,-15.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2003,,2002,,-21.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2004,,2003,,-37.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2005,,2004,,-4.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2006,,2005,,-48.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2007,,2006,,-49.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2008,,2007,,-50.0,,,,,,,,,,data obtained from NVE
NO,BONDHUSBREA,318,32,2009,,2008,,-10.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1830,,1822,,-364.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1846,,1830,,41.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1847,,1846,,41.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1852,,1847,,272.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1859,,1852,,-191.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1860,,1859,,25.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1864,,1860,,-29.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1869,,1864,,263.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1870,,1869,,80.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1871,,1870,,33.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1875,,1871,,77.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1878,,1875,,30.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1879,,1878,,0.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1884,,1879,,-65.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1885,,1884,,9.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1886,,1885,,-21.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1888,,1886,,43.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1889,,1888,,-8.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1890,,1889,,20.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1892,,1890,,2.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1893,,1892,,0.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1895,,1893,,-83.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1897,,1895,,-22.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1898,,1897,,25.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1900,,1898,,-121.0,,,,,,,,HIS,,
NO,BUERBREEN,315,33,1904,,1900,,-150.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1905,,1904,,-1.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1907,,1905,,37.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1908,,1907,,21.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1909,,1908,,7.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1910,,1909,,30.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1911,,1910,,20.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1912,,1911,,-18.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1915,,1912,,-57.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1918,,1915,,-6.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1919,,1918,,-1.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1920,,1919,,-12.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1921,,1920,,-1.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1922,,1921,,8.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1923,,1922,,18.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1924,,1923,,43.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1925,,1924,,40.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1926,,1925,,34.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1927,,1926,,20.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1928,,1927,,20.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1929,,1928,,23.0,,,,,,,,,,data obtained from NVE
NO,BUERBREEN,315,33,1930,,1929,,12.0,,,,,,,,,,data obtained from NVE
